"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Budget__c","LLC_BI__Amount_Budgeted__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","LLC_BI__Category__c"
"a2379000000cDtGAAU","false","CLA-BD-0008893","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Fire Sprinkler (if required)","","77.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkWxIAJ",""
"a2379000000cDtHAAU","false","CLA-BD-0008894","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Metal Fab","","78.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkWyIAJ",""
"a2379000000cDtIAAU","false","CLA-BD-0008895","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Cedar brackets","","79.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkWzIAJ",""
"a2379000000cDtJAAU","false","CLA-BD-0008896","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Termite Treat","","80.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkX0IAJ",""
"a2379000000cDtKAAU","false","CLA-BD-0008897","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Electrical Labor","","81.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkX1IAJ",""
"a2379000000cDtLAAU","false","CLA-BD-0008898","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Electrical Material","","82.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkX2IAJ",""
"a2379000000cDtMAAU","false","CLA-BD-0008899","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Power Management System","","83.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkX3IAJ",""
"a2379000000cDtNAAU","false","CLA-BD-0008900","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","F.R.P. and marlite","","86.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkX4IAJ",""
"a2379000000cDtOAAU","false","CLA-BD-0008901","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Gas to Property Line","","1.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkX5IAJ",""
"a2379000000cDtPAAU","false","CLA-BD-0008902","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Water to Property line","","2.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkX6IAJ",""
"a2379000000cDtQAAU","false","CLA-BD-0008903","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Sewer to Property Line","","3.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkX7IAJ",""
"a2379000000cDtRAAU","false","CLA-BD-0008904","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","New electric service","","4.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkX8IAJ",""
"a2379000000cDtSAAU","false","CLA-BD-0008905","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Power pole - new or relocate","","5.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkX9IAJ",""
"a2379000000cDtTAAU","false","CLA-BD-0008906","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Street light - new or relocate","","6.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXAIAZ",""
"a2379000000cDtUAAU","false","CLA-BD-0008907","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Telephone Pole","","7.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXBIAZ",""
"a2379000000cDtVAAU","false","CLA-BD-0008908","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Off site fire hydrant","","8.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXCIAZ",""
"a2379000000cDtWAAU","false","CLA-BD-0008909","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Traffic signals - new or relocate","","9.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXDIAZ",""
"a2379000000cDtXAAU","false","CLA-BD-0008910","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Offsite Demolition","","10.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXEIAZ",""
"a2379000000cDtYAAU","false","CLA-BD-0008911","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","New Curb & Gutter","","11.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXFIAZ",""
"a2379000000cDtZAAU","false","CLA-BD-0008912","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","New sidewalk","","12.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXGIAZ",""
"a2379000000cDtaAAE","false","CLA-BD-0008913","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","New approaches","","13.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXHIAZ",""
"a2379000000cDtbAAE","false","CLA-BD-0008914","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Street paving and markings","","14.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXIIAZ",""
"a2379000000cDtcAAE","false","CLA-BD-0008915","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Temp sidewalk","","15.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXJIAZ",""
"a2379000000cDtdAAE","false","CLA-BD-0008916","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Storm Drain","","16.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXKIAZ",""
"a2379000000cDteAAE","false","CLA-BD-0008917","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Relocate Transformer","","17.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXLIAZ",""
"a2379000000cDtfAAE","false","CLA-BD-0008918","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Survey","","18.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXMIAZ",""
"a2379000000cDtgAAE","false","CLA-BD-0008919","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Soils","","20.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXNIAZ",""
"a2379000000cDthAAE","false","CLA-BD-0008920","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Grade fill / cut","","21.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXOIAZ",""
"a2379000000cDtiAAE","false","CLA-BD-0008921","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Site Demolition","","22.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXPIAZ",""
"a2379000000cDtjAAE","false","CLA-BD-0008922","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Retaining wall","","23.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXQIAZ",""
"a2379000000cDtkAAE","false","CLA-BD-0008923","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Trash Enclosure","","24.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXRIAZ",""
"a2379000000cDtlAAE","false","CLA-BD-0008924","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Concrete slabs/curbs (do not include in building slab)","","25.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXSIAZ",""
"a2379000000cDtmAAE","false","CLA-BD-0008925","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Storm Drain","","26.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXTIAZ",""
"a2379000000cDtnAAE","false","CLA-BD-0008926","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Concrete Sidewalks","","27.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXUIAZ",""
"a2379000000cDtoAAE","false","CLA-BD-0008927","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Concrete light bases","","28.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXVIAZ",""
"a2379000000cDtpAAE","false","CLA-BD-0008928","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Electrical site work/labor","","29.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXWIAZ",""
"a2379000000cDtqAAE","false","CLA-BD-0008929","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Site Lighting Material","","30.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXXIAZ",""
"a2379000000cDtrAAE","false","CLA-BD-0008930","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Monument sign base construction Lang to verify if applicable","","31.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXYIAZ",""
"a2379000000cDtsAAE","false","CLA-BD-0008931","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Plumbing sit work","","32.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXZIAZ",""
"a2379000000cDttAAE","false","CLA-BD-0008932","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Telephone Underground","","33.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXaIAJ",""
"a2379000000cDtuAAE","false","CLA-BD-0008933","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Concrete paving","","34.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXbIAJ",""
"a2379000000cDtvAAE","false","CLA-BD-0008934","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Asphalt paving & striping","","35.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXcIAJ",""
"a2379000000cDtwAAE","false","CLA-BD-0008935","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Landscaping w/ Irrigation (Required)","","36.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXdIAJ",""
"a2379000000cDtxAAE","false","CLA-BD-0008936","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Bollard w/ Covers","","37.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXeIAJ",""
"a2379000000cDtyAAE","false","CLA-BD-0008937","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Fire Sprinkler Service","","38.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXfIAJ",""
"a2379000000cDtzAAE","false","CLA-BD-0008938","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Erosion & Dust Control","","39.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXgIAJ",""
"a2379000000cDu0AAE","false","CLA-BD-0008939","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Fire Hydrant","","40.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXhIAJ",""
"a2379000000cDu1AAE","false","CLA-BD-0008940","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Dumpster Approach","","41.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXiIAJ",""
"a2379000000cDu2AAE","false","CLA-BD-0008941","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Wheel stops","","42.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXjIAJ",""
"a2379000000cDu3AAE","false","CLA-BD-0008942","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Preasure Washing","","43.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXkIAJ",""
"a2379000000cDu4AAE","false","CLA-BD-0008943","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Service Yard Conc/CMU","","44.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXlIAJ",""
"a2379000000cDu5AAE","false","CLA-BD-0008944","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Barricades/Signs","","45.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXmIAJ",""
"a2379000000cDu6AAE","false","CLA-BD-0008945","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Signage","","46.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXnIAJ",""
"a2379000000cDu7AAE","false","CLA-BD-0008946","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Misc.","","47.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXoIAJ",""
"a2379000000cDu8AAE","false","CLA-BD-0008947","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Building Demolition","","48.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXpIAJ",""
"a2379000000cDu9AAE","false","CLA-BD-0008948","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Building Concrete Material","","49.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXqIAJ",""
"a2379000000cDuAAAU","false","CLA-BD-0008949","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Building Concrete Labor","","50.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXrIAJ",""
"a2379000000cDuBAAU","false","CLA-BD-0008950","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Concrete Foundation( Include building slab)","","51.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXsIAJ",""
"a2379000000cDuCAAU","false","CLA-BD-0008951","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Masonry/Building","","52.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXtIAJ",""
"a2379000000cDuDAAU","false","CLA-BD-0008952","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Structural Steel","","53.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXuIAJ",""
"a2379000000cDuEAAU","false","CLA-BD-0008953","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Finish Lumber & Doors","","54.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXvIAJ",""
"a2379000000cDuFAAU","false","CLA-BD-0008954","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Metal Doors & Frames","","55.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXwIAJ",""
"a2379000000cDuGAAU","false","CLA-BD-0008955","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Wood Doors","","56.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXxIAJ",""
"a2379000000cDuHAAU","false","CLA-BD-0008956","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Finish Hardware","","57.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXyIAJ",""
"a2379000000cDuIAAU","false","CLA-BD-0008957","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Framing Labor","","58.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkXzIAJ",""
"a2379000000cDuJAAU","false","CLA-BD-0008958","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IcAAK","0.0","Misc.","","92.0","","","0.0","0.0","","0.0","","","a23Ho00000NdkY0IAJ",""
"a2379000000cDuKAAU","false","CLA-BD-0008959","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IdAAK","0.0","Cabinets / Millwork","","88.0","","","0.0","0.0","0.0","0.0","","","a23Hu000004TDbvIAG",""
"a2379000000cDuLAAU","false","CLA-BD-0008960","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IdAAK","0.0","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","","0.0","0.0","0.0","0.0","","","a23Hu000004TDbwIAG",""
"a2379000000cDuMAAU","false","CLA-BD-0008961","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IdAAK","0.0","Lighting Fixtures","","85.0","","","0.0","0.0","0.0","0.0","","","a23Hu000004TDbxIAG",""
"a2379000000cDuNAAU","false","CLA-BD-0008962","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IdAAK","0.0","Corporate Decor Package Installation","","93.0","","","0.0","0.0","0.0","0.0","","","a23Hu000004TDbyIAG",""
"a2379000000cDuOAAU","false","CLA-BD-0008963","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IdAAK","0.0","100 ft secondary service","","84.0","","","0.0","0.0","0.0","0.0","","","a23Hu000004TDbzIAG",""
"a2379000000cDuPAAU","false","CLA-BD-0008964","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IdAAK","0.0","Fire Extinguishers","","87.0","","","0.0","0.0","0.0","0.0","","","a23Hu000004TDc0IAG",""
"a2379000000cDuQAAU","false","CLA-BD-0008965","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IdAAK","0.0","Caulking","","91.0","","","0.0","0.0","0.0","0.0","","","a23Hu000004TDc1IAG",""
"a2379000000cDuRAAU","false","CLA-BD-0008966","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IdAAK","0.0","Toilet Partitions","","89.0","","","0.0","0.0","0.0","0.0","","","a23Hu000004TDc2IAG",""
"a2379000000cDuSAAU","false","CLA-BD-0008967","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IdAAK","0.0","Roofing","","59.0","","","0.0","0.0","0.0","0.0","","","a23Hu000004TDc3IAG",""
"a2379000000cDuTAAU","false","CLA-BD-0008968","2024-08-26T16:48:43.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","0058c00000BxeO9AAJ","2024-08-26T18:10:56.000Z","","","","a2579000000V1IdAAK","0.0","Finish Carpentry Labor","","60.0","","","0.0","0.0","0.0","0.0","","","a23Hu000004TDc4IAG",""
